Order ID,Customer Name,Gender,City,State,Purchase Date,Payment Mode,Product,Category,Subcategory,Product Price,Sale Price,Amount,Profit
49eda26f-ab99-46ca-aa09-934b2684726b,Ritvik Chopra,Female,Madurai,Tamil Nadu,28-06-2024,Cash,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
b73f829d-d130-4d7e-b6b5-55c8e19b96eb,Kiaan Taneja,Female,Chennai,Tamil Nadu,09-03-2025,Debit Card,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
5dc7f747-2603-4b5f-93c8-dd2e0410729e,Kanav Sanghvi,Female,Howrah,West Bengal,06-07-2024,Net Banking,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
3821a97e-1234-4573-b51d-7a88dc0acc58,Anahi Banik,Female,Bengaluru,Karnataka,01-07-2024,UPI,Apple Watch,Wearable,Watch,40000,45000,45000,5000
d6f44eeb-fd91-455d-9c6d-83e6832704b4,Baiju Bains,Male,New Delhi,Delhi,01-10-2024,Credit Card,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
04959ab3-f337-4f65-8cf5-973d7980d9ac,Miraya Bahl,Male,New Delhi,Delhi,11-02-2025,Debit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
f958b19c-9fb9-4062-bdc2-efc807ac1827,Jayesh Dhawan,Female,Madurai,Tamil Nadu,20-05-2024,Credit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
ae9fd4a0-0624-428a-b44c-fd0efd9ac7cf,Jiya Vig,Other,New Delhi,Delhi,04-10-2024,Debit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
6b226a4c-b3c2-4aa5-bd0c-1adf7a9ec0c1,Sumer Shanker,Male,Hubli,Karnataka,30-06-2024,UPI,iPad Air,Tablet,iPad,55000,62000,62000,7000
35b3a5f3-e616-4bc5-8bbe-0afe624aed29,Piya Kant,Female,New Delhi,Delhi,01-04-2024,UPI,Apple Watch,Wearable,Watch,40000,45000,45000,5000
c91ab687-4c73-46b3-9e05-114c3b7f35e8,Yasmin Dave,Female,Nagpur,Maharashtra,29-10-2024,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
abfb7e28-e312-416b-b6ed-cff1f20129fc,Samar Sama,Male,Bengaluru,Karnataka,27-04-2024,UPI,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
6a39dc30-e4bc-4a3c-b213-425cc6a7d74d,Myra Mani,Female,Madurai,Tamil Nadu,28-06-2024,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
b2c779f2-7814-41d0-9401-6d2bb48b3615,Shayak Sarna,Other,Hubli,Karnataka,25-10-2024,Cash,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
ec86daf5-a913-407f-ba64-ecdcd5b24a24,Lakshit Ravi,Female,Coimbatore,Tamil Nadu,09-05-2024,Debit Card,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
4278f888-e835-4719-8584-cced4a41258b,Heer Swamy,Other,Nagpur,Maharashtra,17-06-2024,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
aed16bb2-c95d-4029-9263-141c264b5b6b,Azad Zachariah,Male,Coimbatore,Tamil Nadu,22-01-2025,Net Banking,Apple Watch,Wearable,Watch,40000,45000,45000,5000
159f45a7-e9a2-43e6-b8c3-236f9f3c888b,Kismat Chana,Male,Howrah,West Bengal,07-10-2024,Cash,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
657f1da5-da61-4d1e-afd7-6c17de5cbd53,Indrans Mane,Male,Pune,Maharashtra,28-10-2024,Debit Card,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
50ec2f1f-07a0-4bdd-8cdc-db11d0828103,Zain Shan,Female,Howrah,West Bengal,10-12-2024,Cash,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
0210e60e-a90f-438f-b7d4-6fff58239e86,Nitya Badal,Female,Hubli,Karnataka,30-01-2025,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
b9fad8bb-f4ea-464c-bc7b-aee8d84495f0,Ishaan Sundaram,Other,Howrah,West Bengal,20-12-2024,Credit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
c80bfca9-3e34-409c-a32d-fa2ce377e749,Ishita Virk,Male,Mumbai,Maharashtra,21-02-2025,Debit Card,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
db5823e9-475c-4d6d-a388-f4f95d6496e3,Rasha Gole,Male,New Delhi,Delhi,24-02-2025,UPI,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
e7454f24-c18d-4c76-8d0a-ca28e45cc144,Indrans Sha,Male,Madurai,Tamil Nadu,28-04-2024,Credit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
a3c88d94-26bb-4d4f-86ea-c7bc8e27b462,Alisha Sule,Male,Chennai,Tamil Nadu,18-10-2024,Net Banking,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
702005cd-0859-4a6d-8ed9-8bbfe26e7773,Armaan Khurana,Other,Nagpur,Maharashtra,06-03-2025,UPI,Apple Watch,Wearable,Watch,40000,45000,45000,5000
853dc2f4-9aa5-4285-b598-c35e3f9e2d82,Parinaaz Keer,Female,Mysuru,Karnataka,16-10-2024,UPI,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
2a0e7e91-5074-4bed-974b-0f8402d7ee57,Manjari Tripathi,Male,Kolkata,West Bengal,02-06-2024,Net Banking,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
ca0da852-66c1-4c84-8168-9197d7fab7bf,Diya Khurana,Male,Bengaluru,Karnataka,28-05-2024,Cash,iPad Air,Tablet,iPad,55000,62000,62000,7000
785ec77f-4556-4f3f-91df-7c69f572dfbc,Jayant Handa,Male,Howrah,West Bengal,19-10-2024,UPI,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
bb1f2583-63cb-4c5c-9877-2d08ae471c98,Advika Barman,Other,New Delhi,Delhi,03-06-2024,Debit Card,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
0b665470-399b-4bb0-990f-7edb9e7a8db4,Lagan Barad,Female,Hubli,Karnataka,10-04-2024,Cash,iPad Air,Tablet,iPad,55000,62000,62000,7000
77f0167f-8b23-4f21-a587-3a025ead3e72,Prisha Magar,Male,Kolkata,West Bengal,09-04-2024,UPI,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
2cfbba02-b420-4f96-9c6d-3d6b8689874e,Alia Yohannan,Male,New Delhi,Delhi,02-09-2024,Credit Card,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
3a31c380-e19b-41a3-b9ce-fa2083202604,Shanaya Vig,Male,Mumbai,Maharashtra,22-02-2025,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
6e8aca3f-ad2c-47ac-bcb5-cec1e9801106,Prerak Shenoy,Female,Bengaluru,Karnataka,04-01-2025,UPI,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
8875e381-8838-4306-9a68-de19852c4dfb,Tanya Sarin,Female,New Delhi,Delhi,21-05-2024,Cash,Apple Watch,Wearable,Watch,40000,45000,45000,5000
804da0a3-567b-466e-b2d0-89df2dfac936,Nitara Kuruvilla,Male,Mumbai,Maharashtra,10-01-2025,Net Banking,Apple Watch,Wearable,Watch,40000,45000,45000,5000
5ebaec76-85fa-49f9-9594-0348db7d89e2,Damini Chopra,Male,Howrah,West Bengal,22-08-2024,Debit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
ae57f001-8cf5-4e0f-b903-e48adb568ecf,Krish Krishna,Other,Bengaluru,Karnataka,26-07-2024,Debit Card,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
80ff61b6-2b13-4ed6-b0cd-512a7cda8e3e,Saksham Yohannan,Female,Kolkata,West Bengal,14-08-2024,Debit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
2b6d7e2b-11e0-47ba-8cb0-ef03c312fccb,Suhana Bala,Male,Bengaluru,Karnataka,04-11-2024,Cash,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
52435a82-63c4-4a47-b478-1cc2deba692b,Misha Shenoy,Other,Bengaluru,Karnataka,06-03-2025,Cash,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
4eed8bdc-1868-4b4e-89ea-6b06d4b65be6,Nitara Raj,Female,Pune,Maharashtra,15-09-2024,Credit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
6cc2be43-67ef-4197-99f9-d4820af50ece,Uthkarsh Jaggi,Female,New Delhi,Delhi,26-10-2024,Net Banking,iPad Air,Tablet,iPad,55000,62000,62000,7000
e5ba8764-86b9-4f95-a282-f659d50a1671,Himmat Saha,Male,Madurai,Tamil Nadu,14-06-2024,Debit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
e7bb8f4a-67e7-4853-941e-40da29193255,Ryan Bala,Male,Mumbai,Maharashtra,16-04-2024,Cash,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
441c09de-cee7-459b-b084-c02b18cbe0cf,Jhanvi Kanda,Male,Kolkata,West Bengal,18-10-2024,Cash,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
05673f92-2660-40e4-94c0-24258455b9eb,Madhup Gupta,Male,Mumbai,Maharashtra,30-07-2024,Debit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
49b8acc3-3ecc-428e-96ac-9976f29f356e,Parinaaz Bhatia,Male,Mumbai,Maharashtra,21-12-2024,UPI,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
4ed1d3fe-d59b-4b8b-8ab5-cf3c24b97f65,Mahika Vasa,Female,Nagpur,Maharashtra,19-01-2025,Credit Card,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
7f993af0-7b15-45ab-b3f9-0d72ba7708f6,Aarna Bhat,Male,New Delhi,Delhi,29-10-2024,Credit Card,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
7add1702-b6c3-4d15-a319-1757967e183d,Renee Balay,Male,Madurai,Tamil Nadu,01-04-2024,Net Banking,Apple Watch,Wearable,Watch,40000,45000,45000,5000
d8e96b54-78d3-46c7-a223-0511850913d0,Zaina Banik,Female,Pune,Maharashtra,31-05-2024,Net Banking,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
4ab04b54-4e70-40e9-9e9e-5dd682c29b81,Ivan Boase,Male,New Delhi,Delhi,14-11-2024,Credit Card,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
ab00e898-f45f-4956-b779-30eb81e3ecb5,Shamik Acharya,Other,Madurai,Tamil Nadu,23-08-2024,Cash,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
436224d6-c597-4f85-95f4-79a00898c9a1,Oorja Gokhale,Other,Coimbatore,Tamil Nadu,02-06-2024,Cash,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
781c9e18-72b5-4a88-9336-42aa9d8bd9e4,Ela Bal,Male,New Delhi,Delhi,05-01-2025,Cash,iPad Air,Tablet,iPad,55000,62000,62000,7000
85200ca5-4fc7-4eac-ac19-63f60f091dd3,Farhan Hari,Other,Coimbatore,Tamil Nadu,03-01-2025,Net Banking,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
4a5f1d7a-e192-4976-8f74-3650b83a2bff,Aarush Kapoor,Female,Pune,Maharashtra,21-10-2024,Debit Card,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
60a72401-cf13-4dd5-b40a-85e5a30f249d,Navya Chhabra,Male,Hubli,Karnataka,27-08-2024,Credit Card,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
e9d2f6ff-a9a0-425a-a85b-a8266a901cec,Hansh Bhattacharyya,Female,Pune,Maharashtra,13-09-2024,Cash,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
b9785c39-8839-498f-9021-4d2b89d3778d,Tejas Mahajan,Other,Hubli,Karnataka,06-12-2024,Net Banking,iPad Air,Tablet,iPad,55000,62000,62000,7000
b0eec6db-5828-4fab-89b1-eeebd6900da1,Taran Vyas,Female,New Delhi,Delhi,12-01-2025,UPI,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
988075bb-fda8-452e-9b76-cb0e1f2cf2fc,Rohan Saha,Other,Chennai,Tamil Nadu,14-12-2024,UPI,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
61e17a39-fb1e-4851-8f07-bbf8a1cc7747,Eva Agrawal,Other,Mysuru,Karnataka,14-06-2024,Debit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
7f445514-7ac4-42f4-bedd-432169917aa8,Myra Deep,Other,Pune,Maharashtra,07-12-2024,Credit Card,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
165b4dab-2012-48e5-89b6-8c4cfe58a556,Fateh Agarwal,Male,Madurai,Tamil Nadu,14-07-2024,Cash,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
5d4080f8-0b01-4454-b186-d79097f0a876,Reyansh Ramakrishnan,Male,Pune,Maharashtra,22-11-2024,Debit Card,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
43c83dc2-881c-41f6-965d-e5a7610b25c6,Aaryahi Jaggi,Other,Pune,Maharashtra,02-11-2024,Cash,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
d3457329-914b-4f8f-af87-040b30a70d0d,Stuvan Tak,Male,Madurai,Tamil Nadu,14-01-2025,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
23d11f64-21b9-49e3-8f80-705a8e842395,Ela Sandhu,Male,Pune,Maharashtra,16-11-2024,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
d3a30209-3f82-4ccd-915f-558cbcf2cc6e,Reyansh Toor,Other,Pune,Maharashtra,13-02-2025,Cash,iPad Air,Tablet,iPad,55000,62000,62000,7000
d1a92296-97e5-4ed4-af6c-aca2e4a97fa3,Emir Manne,Male,Bengaluru,Karnataka,31-07-2024,UPI,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
0c6dab0a-acad-429b-a1c1-efd98914c186,Stuvan Ramachandran,Other,New Delhi,Delhi,30-03-2024,UPI,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
497b5a64-0761-4f48-8bf3-47ea456ff10d,Jayant Barad,Female,Mysuru,Karnataka,15-04-2024,Debit Card,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
b8e634ba-8373-4f91-8edd-f70b70ca619f,Akarsh Borah,Other,Chennai,Tamil Nadu,12-05-2024,Debit Card,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
f02ee62c-94c2-4f88-b598-c9ad02a0f804,Rania Rau,Female,Howrah,West Bengal,15-03-2024,Debit Card,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
81d270fc-01bf-4b2d-a12c-72268659d5cd,Navya Reddy,Female,Bengaluru,Karnataka,22-06-2024,Cash,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
e2e5f17f-ed72-402a-8ebb-56c1a6bd219f,Tejas Karnik,Male,Bengaluru,Karnataka,26-07-2024,Debit Card,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
ed6e5a30-a144-4484-a1b8-c9763ff5d65b,Abram Krish,Other,Howrah,West Bengal,11-11-2024,Credit Card,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
ae47330f-3388-4a78-87c1-91d3ae8d3d0c,Manjari Kala,Other,Mysuru,Karnataka,23-04-2024,Credit Card,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
e9a2b447-be35-4e5b-afca-3137e42b437e,Arnav Sarkar,Female,Kolkata,West Bengal,29-04-2024,UPI,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
d68761a9-e6a7-4372-9fb9-1397a4d22af5,Abram Biswas,Female,Pune,Maharashtra,17-11-2024,Credit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
58bfa37e-1384-46d8-a40c-f5de7a0570e2,Eva Varma,Other,New Delhi,Delhi,04-03-2025,UPI,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
c26331a7-3e6f-4ba9-b082-d987574a7648,Yuvraj  Shenoy,Other,Nagpur,Maharashtra,12-01-2025,Credit Card,Apple Watch,Wearable,Watch,40000,45000,45000,5000
573fdd1c-fd70-472c-8485-c54393620189,Indrajit Goswami,Female,Bengaluru,Karnataka,17-06-2024,Debit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
c508e4ef-ea3a-45ae-af85-98e15cffa812,Bhamini Wagle,Male,Madurai,Tamil Nadu,13-01-2025,UPI,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
6c2014b3-0c79-416c-826a-eba97f4a4c3e,Samaira Trivedi,Other,Nagpur,Maharashtra,15-10-2024,Cash,Apple Watch,Wearable,Watch,40000,45000,45000,5000
f0ec37e6-babe-4aa0-9494-1db094eb85e7,Hridaan Kamdar,Other,Pune,Maharashtra,23-12-2024,UPI,iPad Air,Tablet,iPad,55000,62000,62000,7000
9a1c5d63-23e7-4930-8978-05f3c4662ce0,Hazel Sachar,Other,New Delhi,Delhi,03-06-2024,Net Banking,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
44684652-60dd-47d2-8540-c2d6125977e1,Sara Dey,Male,Mysuru,Karnataka,19-05-2024,UPI,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
09fc9c99-88f0-46b1-a69b-3db616a445f2,Ojas Buch,Male,Mysuru,Karnataka,25-12-2024,Debit Card,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
eea19a98-26a6-4458-a09f-70842b4a17c7,Anika Rana,Other,Coimbatore,Tamil Nadu,14-12-2024,UPI,iPad Air,Tablet,iPad,55000,62000,62000,7000
c63047e9-05ca-41cd-86da-34a098185597,Aaina Tiwari,Female,New Delhi,Delhi,15-07-2024,Credit Card,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
31e5a338-5991-4df8-84b2-4f311ef697f7,Diya Korpal,Female,Howrah,West Bengal,12-12-2024,Cash,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
74f3c643-10f4-44d0-b78e-6b3aec97eb7f,Tanya Sachdeva,Other,Madurai,Tamil Nadu,23-09-2024,UPI,Apple Watch,Wearable,Watch,40000,45000,45000,5000
3c1e4a56-615a-498b-bb9a-7177b0d508df,Baiju Dash,Female,New Delhi,Delhi,03-06-2024,Debit Card,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
9954a02b-4e7e-4636-9295-a7842055afd7,Manjari Kannan,Female,Kolkata,West Bengal,09-08-2024,UPI,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
1fa59290-8081-4e35-89c7-351744789497,Shayak Balasubramanian,Other,New Delhi,Delhi,19-11-2024,UPI,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
37791c82-8457-4818-8c19-1ace140be191,Ayesha Gala,Female,New Delhi,Delhi,04-06-2024,Debit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
495e405f-ac83-48e2-a31b-80d32edb45be,Kabir Ratti,Other,Mysuru,Karnataka,01-08-2024,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
c713d4d9-2182-4341-a3f6-a35d6efca8e7,Zain Kata,Female,Howrah,West Bengal,03-04-2024,Debit Card,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
2ff420af-fd6e-466d-b47f-0c6d46e499d0,Hrishita Kalita,Male,Nagpur,Maharashtra,15-06-2024,Debit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
60ceaa58-9821-457e-94c4-ba60f7dcd023,Heer Venkataraman,Male,Mysuru,Karnataka,13-10-2024,Debit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
0c3d83dd-59e9-4f23-b6a9-d5efc9b3f84d,Aradhya Gour,Other,Mumbai,Maharashtra,15-08-2024,Net Banking,Apple Watch,Wearable,Watch,40000,45000,45000,5000
2a4adaa6-8459-4e1f-84e9-876d09c31247,Jiya Gaba,Male,New Delhi,Delhi,17-02-2025,Net Banking,iPad Air,Tablet,iPad,55000,62000,62000,7000
9de7f1db-9c46-4a74-880c-b09f3f73d8bd,Kimaya Sehgal,Other,Hubli,Karnataka,24-09-2024,Credit Card,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
6f6a08bd-9671-463b-bcd6-d977a3d5a130,Prerak Khalsa,Other,Howrah,West Bengal,11-09-2024,Debit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
0465fec6-c55f-4f8c-9431-95ae69d5e8e3,Stuvan Dixit,Male,Howrah,West Bengal,26-06-2024,Cash,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
6894b893-0ef0-4b55-ab83-9aa98733b91d,Nirvi Shetty,Male,Hubli,Karnataka,05-01-2025,UPI,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
298efdab-f108-40ad-9dbe-b2b9b55e6152,Purab Bassi,Male,Madurai,Tamil Nadu,22-06-2024,UPI,Apple Watch,Wearable,Watch,40000,45000,45000,5000
8bd964c0-eb0e-4990-98bf-8aea38017415,Anaya Raju,Other,Bengaluru,Karnataka,27-09-2024,Credit Card,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
4c8ca1f3-adf1-476d-82c2-414f2650c1a5,Lagan Raj,Other,Nagpur,Maharashtra,13-04-2024,UPI,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
a7076ee5-386a-4f2b-ad65-d84d1f87df21,Piya Agate,Male,Nagpur,Maharashtra,19-04-2024,UPI,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
7e33d8f0-f7d5-4366-83d9-d06aaf4feec5,Miraan Shenoy,Other,Bengaluru,Karnataka,06-09-2024,Debit Card,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
e469a918-7690-463c-9708-f9105b3a68f0,Chirag Kari,Male,Nagpur,Maharashtra,04-02-2025,Cash,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
ddc1035f-37d2-4fc4-9910-f57482e2dbab,Drishya Kakar,Male,Hubli,Karnataka,14-12-2024,Credit Card,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
25420395-3c76-4360-bd0d-8dbfc9c8330e,Kismat Dube,Male,Hubli,Karnataka,25-03-2024,Debit Card,MacBook Air,Laptop,MacBook,100000,115000,115000,15000
b16e4409-ca1d-49ef-b12f-255d5ed10c93,Arnav Varkey,Female,Mumbai,Maharashtra,30-11-2024,UPI,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
00be6e9b-1d8f-4a8f-a39c-c425f1674cc2,Riya Magar,Female,Mumbai,Maharashtra,27-09-2024,Credit Card,iPad Air,Tablet,iPad,55000,62000,62000,7000
ea8f24f2-65d7-48ab-a5e3-b5b82f302fdd,Adira Goyal,Female,Coimbatore,Tamil Nadu,07-11-2024,UPI,AirPods Pro,Audio,AirPods,25000,29000,29000,4000
e7f0b14b-8fea-41fc-9677-3d4f2ca70569,Reyansh Sundaram,Male,Pune,Maharashtra,01-09-2024,Debit Card,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
4ea879b4-c3d8-4e66-8915-ec0a5da2b86e,Advik Kapur,Male,Howrah,West Bengal,19-11-2024,Credit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
6e0dac37-3837-4ace-a6e9-82cd10879a14,Dhanush Rajagopalan,Female,New Delhi,Delhi,12-01-2025,Credit Card,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
45b4555a-0ef5-4af3-9cdf-9cbf62066950,Aradhya Zachariah,Other,Mysuru,Karnataka,25-01-2025,Net Banking,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
6079c0a0-09c4-4b31-ba16-da40d7e51924,Mannat Jayaraman,Female,Nagpur,Maharashtra,07-10-2024,UPI,Apple TV,Home Entertainment,Apple TV,18000,20000,20000,2000
10295210-cf4e-4b59-be53-94b6dcbc1d44,Manjari Choudhry,Female,Nagpur,Maharashtra,02-02-2025,UPI,iPhone 15,Smartphone,iPhone,80000,95000,95000,15000
80f33e3e-8836-4b7e-b4d2-ab631b694ddc,Hridaan Bora,Male,New Delhi,Delhi,29-10-2024,Cash,MacBook Pro,Laptop,MacBook,150000,165000,165000,15000
acbc5445-6df4-4ada-9fdc-6bce41378740,Aaina Sane,Other,New Delhi,Delhi,02-07-2024,Credit Card,iPhone 15 Pro,Smartphone,iPhone,120000,135000,135000,15000
d18fa9b9-299f-4401-b848-44b211dfcb88,Hunar Sarma,Female,Nagpur,Maharashtra,23-02-2025,UPI,Apple Watch,Wearable,Watch,40000,45000,45000,5000
